PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
233635005,20164107,5,2020-09-03T08:09:00,"7300 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1303,9,2,-79.8941108231131,40.4569083893921
233640025,20164127,0,2020-09-03T09:30:00,"1500 Block Lincoln Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,99,3503(b.1) Criminal Trespass - Simple Trespasser,1201,9,2,-79.895848339806,40.4686838773008
233991717,20167727,10,2020-09-05T19:15:00,"McKean St & S 2nd St Pittsburgh, PA 15219",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,5,-79.9989264295898,40.4305125954627
233997020,20167733,10,2020-09-07T12:00:00,"4700 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT,2709 Harassment (Non-Specific),901,,,0,0
234002230,20167756,10,2020-09-05T01:00:00,"3500 Block Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,HARRASSMENT,2709(a) Harassment.,1517,5,3,-79.9273382426375,40.4228215903108
234004303,20167795,14,2020-09-08T06:30:00,"30 Block Millbridge St Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief.,1803,3,5,-79.9960577408337,40.4233086757564
234006418,20167821,10,2020-09-08T13:02:00,"100 Block Linnview Ave Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2902,4,3,-79.9888666441992,40.4032430265371
234011469,20167860,6,2020-09-05T18:00:00,"1700 Block Edwards Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.9823279904204,40.4256971085811
234017297,20167955,99,2020-09-07T23:40:00,"5900 Block Penn Cir S Pittsburgh, PA 15206",N,Shadyside,4,LOST PROPERTY,9504 Lost Property,705,9,2,-79.9267858874333,40.4619010899526
234018104,20167958,14,2020-09-08T06:30:00,"300 Block Flowers Ave Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF,3304 Criminal Mischief.,1515,5,3,-79.9405634200279,40.4108662860762
234087238,20168487,5,2020-09-09T11:30:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,BURGLARY,3502 Burglary.,2609,1,1,-80.0019047608856,40.4798372205299
-3361014163,20168473,10,2020-09-09T11:31:00,"1500 Block Beechview Ave Pittsburgh, PA 15216",Y,Beechview,6,HARRASSMENT,2709(a) Harassment.,1916,4,5,-80.0251386963989,40.4128760130292
233648015,20163618,26,2020-09-02T15:00:00,"2000 Block Spring St Pittsburgh, PA 15210",Y,Central Business District,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,201,3,3,-79.9785646907789,40.4176029355072
234158741,20169062,0,2020-09-10T07:30:00,"Penn Ave & Shady Ave Pittsburgh, PA 15206",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,708,8,2,-79.9208340774737,40.4598138355556
234176194,20169214,0,2020-09-10T12:00:00,"7200 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,99,9093 Indirect Criminal Contempt,1303,,,0,0
234385773,20171890,0,2020-09-14T09:45:00,"6200 Block East Liberty Blvd Pittsburgh, PA 15206",N,East Liberty,5,99,3503(a) Criminal Trespass,1115,9,2,-79.9198708498666,40.465056906129
234451548,20172570,6,2020-09-15T08:00:00,"N Pacific Ave & Rosetta St Pittsburgh, PA 15224",N,Garfield,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1017,9,2,-79.9393817828003,40.4675738339198
234457750,20172557,3,2020-09-15T09:03:00,"1300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY,3701 Robbery. / 3502 Burglary. / 2701 Simple Assault.,1702,3,3,-79.9851784256069,40.4286149368858
-3232003338,20170737,27,2020-09-12T13:08:00,"Lincoln Ave & Shetland Ave Pittsburgh, PA 15206",N,Larimer,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1208,9,2,-79.907925940151,40.4616075949918
234468050,20172700,6,2020-09-15T13:20:00,"600 Block Seagirt St Pittsburgh, PA 15221",Y,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1306,9,2,-79.8790595903053,40.4520571712353
234327977,20171266,6,2020-09-13T06:00:00,"1800 Block Whited St Pittsburgh, PA 15210",N,Brookline,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 5506 Loitering and Prowling at Night,3206,4,5,-79.9991018099759,40.3958143256269
-3394109768,20169073,27,2020-09-10T06:50:00,"1400 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1403,8,3,-79.9204971501203,40.4438340950571
-3394109791,20169204,6,2020-09-10T07:00:00,"5400 Block Claybourne St Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM AUTO,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3934 Theft from Vehicle,709,,,0,0
234335079,20171405,6,2020-09-13T12:55:00,"100 Block S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9842842162303,40.4267309778106
234340998,20171452,0,2020-09-13T16:40:00,"1300 Block Western Ave Pittsburgh, PA 15233",N,Manchester,1,99,9999 9999 - (Misc. Incident): ,2107,6,1,-80.0237630398056,40.4508309901792
234346248,20171465,99,2020-09-13T15:15:00,"100 Block Charles St Pittsburgh, PA 15210",N,Knoxville,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3001,3,5,-79.988182545885,40.4166475121147
234346955,20171570,6,2020-09-13T18:00:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-79.9986796721415,40.4522188227154
234347219,20171534,27,2020-09-13T16:00:00,"Mckees Rocks Brg & Ohio River Blvd Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.0438525222314,40.4795625086697
234347862,20171621,14,2020-09-13T11:00:00,"300 Block Coltart Ave Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.9586651360353,40.4375548649064
234351555,20171680,0,2020-09-13T22:57:00,"100 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9998 Overdose Other,1702,3,3,-79.9808361201944,40.4281392487418
233509778,20162738,0,2020-09-01T12:22:00,"6th Ave & Coffey Way Pittsburgh, PA 15222",N,Bluff,2,99,9998 Overdose Other,103,6,6,-79.998922314923,40.4418971266068
234334592,20171400,6,2020-09-13T11:35:00,"3200 Block Josephine St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1608,3,3,-79.9642364611071,40.4200122486972
234336798,20171429,10,2020-09-13T13:35:00,"3100 Block Bergman St Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT,2709(a) Harassment.,2018,2,5,-80.0548705885976,40.4568937273452
234347571,20171554,29,2020-09-11T15:30:00,"2100 Block Woodward Ave Pittsburgh, PA 15226",N,Brookline,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,1917,4,5,-80.0207013237096,40.4020485699459
234349051,20171565,18,2020-09-13T18:28:00,"1300 Block Columbus Ave Pittsburgh, PA 15233",Y,Manchester,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment,2107,6,1,-80.0259875093357,40.4579951987737
234356333,20171712,0,2020-09-14T01:00:00,"500 Block Grimes Br Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,3001,3,5,-79.993051141204,40.4106928241404
233417776,20162008,99,2020-08-31T10:00:00,"1100 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,FOUND PROPERTY,9489 Found Property,1921,3,3,-79.98734686776,40.428644561289
234309817,20170779,0,2020-09-12T15:35:00,"2100 Block Rhine St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,99,9093 Indirect Criminal Contempt,2620,1,1,-79.9936801964597,40.4666247323612
234311383,20170794,0,2020-09-12T15:13:00,"800 Block Doolittle St Pittsburgh, PA 15205",Y,East Carnegie,6,99,9999 9999 - (Misc. Incident): ,2805,2,5,-80.0745513348943,40.4149550224422
234311388,20170827,99,2020-09-12T16:30:00,"Winston St & Gate Lodge Way Pittsburgh, PA 15207",N,Hazelwood,4,FOUND PROPERTY,9489 Found Property,1515,5,3,-79.9420378917011,40.4046738653766
234313395,20170892,99,2020-09-12T18:15:00,"Lelia St Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1915,1,1,-79.9997897104722,40.4682277586261
234328420,20168480,0,2020-09-09T11:37:00,"N Bellefield Ave & Bayard St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,403,8,3,-79.9527272813514,40.4483664523461
234335414,20171384,99,2020-09-13T12:23:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2204,,,0,0
234335496,20171363,10,2020-09-13T02:00:00,"300 Block Lawn St Pittsburgh, PA 15213",Y,South Oakland,4,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",409,6,3,-79.9636478838694,40.4344517716903
234338777,20171467,14,2020-09-13T14:00:00,"7300 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief.,1303,9,2,-79.8948371053259,40.455034841235
234178246,20169222,6,2020-09-10T11:00:00,"200 Block Clairhaven St Pittsburgh, PA 15205",N,Crafton Heights,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2815,2,5,-80.0520744265405,40.4398393103061
233983904,20167613,5,2020-09-08T07:29:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,BURGLARY,3502 Burglary.,804,7,2,-79.9465220373265,40.4543157591603
234150420,20169048,17,2020-09-10T06:22:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
234297020,20170417,0,2020-09-12T03:15:00,"5th Ave & I376 W Ramp Pittsburgh, PA 15213",Y,West Oakland,4,DUI - GENERAL IMPAIRMENT,1501 Drivers Required to be Licensed. / 3112 Traffic-Control Signals. / 3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3802(a)(1) DUI - General Impairment / 3308 One-Way Roadways and Rotary Traffic Islands.,402,,,0,0
233389848,20161383,99,2020-08-30T12:30:00,"Monongahela Riv Swissville, PA ",N,Outside City,OSC,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),5599,,,0,0
233645752,20164203,0,2020-09-03T10:20:00,"800 Block Beech Ave Pittsburgh, PA 15233",N,Allegheny West,1,99,9999 9999 - (Misc. Incident): ,2201,1,1,-80.0145442540146,40.4533740056265
-3348024919,20164211,0,2020-09-03T11:30:00,"60 Block 21st St Pittsburgh, PA 15222",N,Strip District,2,99,9994 PFA Service,203,7,6,-79.9836635993546,40.4519962483498
233664446,20157634,4,2020-08-25T03:10:00,"1900 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 901 Criminal Attempt,2902,4,3,-79.9875088066487,40.3960603966568
234278701,20170080,10,2020-09-11T16:10:00,"300 Block Flowers Ave Pittsburgh, PA 15207",Y,Hazelwood,4,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 4304(a)(1) Endangering Welfare of Children.,1515,5,3,-79.9405634200279,40.4108662860762
234283906,20170053,11,2020-09-11T15:30:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Perry North,1,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,2607,6,1,-80.0069833937371,40.460310552493
233357754,20160581,0,2020-08-29T08:10:00,"2200 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,99,9998 Overdose Other,1609,3,3,-79.9745994066805,40.4272550585301
234347305,20170843,23,2020-09-12T16:33:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,PUBLIC DRUNKENESS,5505 Public Drunkenness,709,7,2,-79.9364623699551,40.4565877817342
234451543,20171843,0,2020-09-15T09:39:00,"2900 Block Idlewood Ave Pittsburgh, PA 15205",Y,East Carnegie,6,99,9093 Indirect Criminal Contempt,2805,,,0,0
233504962,20162662,10,2020-09-01T09:00:00,"100 Block Anderson St Pittsburgh, PA 15212",Y,North Shore,1,HARRASSMENT,2709(a) Harassment.,2205,1,6,-79.9993618360473,40.448638374196
233803995,20166091,0,2020-09-05T20:15:00,"100 Block Charles St Pittsburgh, PA 15210",N,Knoxville,3,99,8106 Shots Fired,3001,3,5,-79.988182545885,40.4166475121147
233804964,20165915,10,2020-09-05T14:59:00,"Bailey Ave & Beltzhoover Ave Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2709(a)(3) Harassment No Legitimate Purpose / 3304 Criminal Mischief.",1807,3,5,-79.9975516684363,40.4259997032265
234043947,20156957,14,2020-08-24T02:51:00,"2000 Block Centre Ave Pittsburgh, PA 15219",Y,Central Lawrenceville,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3743 Accidents Involving Damage to Attended Veh. or Property / 1543 Driving While Operating Privilege is Suspended or Revoked.,902,6,3,-79.9799824053927,40.4435889103074
234272823,20169997,10,2020-09-11T13:10:00,"600 Block Chess St Pittsburgh, PA 15211",N,Mount Washington,3,SIMPLE ASSAULT,2701 Simple Assault.,1915,2,5,-80.0137264568927,40.4224519318336
234305272,20170680,6,2020-09-11T01:00:00,"1600 Block Brighton Pl Pittsburgh, PA 15212",N,California-Kirkbride,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2507,6,1,-80.0169657659041,40.4578827996754
234306904,20170700,17,2020-08-30T23:55:00,Zone 1,N,,1,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
-3441115351,20170722,99,2020-09-12T12:44:00,"800 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1702,3,3,-79.9908939455234,40.4280919258089
234314079,20170958,14,2020-09-12T16:45:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,CRIM MISCHIEF,3304 Criminal Mischief.,709,7,2,-79.9364623699551,40.4565877817342
234318817,20171135,18,2020-09-13T00:45:00,"4700 Block Old Browns Hill Rd Pittsburgh, PA 15217",Y,Squirrel Hill South,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession,1414,5,3,-79.921359993332,40.4128280470164
234635088,20174103,14,2020-09-17T15:00:00,"1200 Block Woods Run Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2708,,,-79.8836651865202,40.4453528891864
-3452003904,20160772,99,2020-08-29T15:00:00,"7500 Block Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,3,-79.896576789767,40.447294296653
234287335,20170067,4,2020-09-11T15:47:00,"400 Block N Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,AGG-ASSAULT,"2702 Aggravated Assault. / 3929 Retail Theft. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5104 Resisting Arrest or Other Law Enforcement.",1115,9,2,-79.9221749446935,40.4651657848127
234291160,20170157,27,2020-09-11T18:20:00,"N Murtland St & Upland St Pittsburgh, PA 15208",Y,Homewood West,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1785 Proof of Financial Responsibility Following Accident.,1207,9,2,-79.8993082262112,40.463162327201
234482664,20172810,27,2020-09-15T16:52:00,"200 Block Birmingham Ave Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2902,4,3,-79.9862542019212,40.4022478620327
233348787,20160350,14,2020-08-28T21:10:00,"Grandview Ave & Wyoming St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1914,2,5,-80.0059260394339,40.4311786309099
233358579,20160622,99,2020-08-29T09:45:00,"S 26th St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1609,3,3,-79.9688040117931,40.4265869495452
233370619,20160811,29,2020-08-29T17:30:00,"1700 Block Crestline St Pittsburgh, PA 15221",Y,East Hills,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1306,9,2,-79.876567803549,40.4498065167308
233388877,20161426,14,2020-08-30T12:55:00,"300 Block 3rd Blvd Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.0016135598372,40.4388661313797
234285102,20170182,10,2020-09-11T19:30:00,"7500 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",1303,,,0,0
234642145,20174397,0,2020-09-17T22:31:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,99,8106 Shots Fired,1301,9,2,-79.8864602237102,40.4593708354313
234600698,20173960,6,2020-09-17T10:51:00,"500 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,7,2,-79.9435820869511,40.464893357809
233636724,20163626,99,2020-09-02T15:10:00,"Federal St N & W North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,AIDED CASE,9497 Aided Case,2204,1,1,-80.0066356663443,40.4554569884448
234226503,20169585,27,2020-09-10T23:09:00,"600 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Hays,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3101,3,5,-79.9975309358426,40.4173678359233
234235679,20169760,99,2020-09-11T05:18:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2018,2,5,-80.0492559577887,40.4532999321777
234272273,20169977,0,2020-09-11T12:49:00,"30 Block Timberline Ct Pittsburgh, PA 15217",N,Greenfield,4,99,"9999 9999 - (Misc. Incident): forced entry,welfare check",1517,5,3,-79.9254067935865,40.4230131160149
234308353,20170756,27,2020-09-12T13:19:00,"22d St & Penn Ave Pittsburgh, PA ",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9822852506423,40.4522716495199
234308557,20170762,10,2020-09-12T13:45:00,"300 Block Taylor St Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",802,1,1,-80.010270551041,40.4568543823229
234311023,20170855,27,2020-09-12T13:20:00,"800 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1201,,,-79.853700672086,40.4983103405348
234311258,20170854,10,2020-09-12T16:30:00,"6500 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1403,,,0,0
234314064,20170957,27,2020-09-12T19:30:00,"Baum Blvd & Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,7,2,-79.9396431705726,40.4566349857433
234570340,20173730,99,2020-09-17T00:19:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",N,Arlington Heights,3,AIDED CASE,9497 Aided Case,1604,3,3,-79.963452973864,40.4177171713237
234639633,20174378,0,2020-09-17T21:49:00,"7300 Block Idlewild St Pittsburgh, PA 15208",N,Homewood North,5,99,9997 Overdose Death,1302,9,2,-79.8937841049223,40.4575042265969
234643702,20174451,0,2020-09-18T00:30:00,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",Y,Sheraden,6,99,8106 Shots Fired,2018,,,0,0
234687813,20174857,5,2020-09-17T21:00:00,"800 Block Flemington St Pittsburgh, PA 15217",N,Greenfield,4,BURGLARY,3502 Burglary.,1517,5,3,-79.9357927379974,40.4258585763447
234705278,20175260,23,2020-09-19T02:20:00,"200 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2205,1,1,-80.0088814628293,40.4552322813828
234706860,20175281,5,2020-09-19T03:08:00,"100 Block Station Square Dr Pittsburgh, PA 15219",N,South Shore,3,BURGLARY,3502 Burglary.,1921,2,5,-80.0036478024497,40.4333960846227
234725163,20175569,6,2020-09-19T15:00:00,"Porterfield St & Hemlock St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2206,1,1,-80.0043323930689,40.4577961173391
234726283,20175588,99,2020-09-19T15:40:00,"W North Ave & Brighton Rd Pittsburgh, PA 15233",N,Allegheny West,1,FOUND PROPERTY,9489 Found Property,2201,1,1,-80.0145735729656,40.4539864401404
233543019,20163327,5,2020-09-02T06:00:00,"1800 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,BURGLARY,3502 Burglary.,103,6,3,-79.9813205981801,40.436400465468
233620167,20164054,99,2020-09-03T03:51:00,"3400 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,405,3,3,-79.9609006805401,40.4384190708353
233796949,20165920,0,2020-09-05T15:00:00,"300 Block Suncrest St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,3,5,-79.9932259423664,40.4105601414288
233806691,20166114,4,2020-09-05T20:32:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Central North Side,1,AGG-ASSAULT,2702 Aggravated Assault.,2206,,,-79.8427960425285,40.4125315408834
233807611,20166190,14,2020-09-05T22:30:00,"1300 Block Rockland Ave Pittsburgh, PA 15216",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,4,5,-80.0202730227119,40.4140471675975
234462262,20172687,99,2020-09-09T20:30:00,"1000 Block California Ave Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0220586506002,40.4590926000662
234501759,20173105,3,2020-09-16T02:00:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,ROBBERY,3701 Robbery.,1115,9,2,-79.9187492267927,40.4610531897644
234637373,20174328,99,2020-09-17T20:26:00,"Laketon Rd & Montier St Wilkinsburg, PA 15221",Y,Outside City,OSC,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,5599,,,-79.8674177844245,40.4491018386437
234700044,20175069,26,2020-09-18T20:16:00,"Chartiers Ave & Pritchard St Pittsburgh, PA 15204",Y,Sheraden,6,CONCEALING DEATH BASTARD CHILD,4303 General Lighting Requirements. / 9501 Bench Warrant / 1501 Drivers Required to be Licensed.,2022,2,5,-80.0637495427363,40.4537188724424
234714907,20175437,27,2020-09-18T21:12:00,"Kirkpatrick St & Fifth Ave Pittsburgh, PA 15219",N,West Oakland,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,402,6,3,-79.9728280778715,40.4377607965648
234717379,20175456,6,2020-09-19T02:00:00,"5200 Block Fifth Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,703,8,3,-79.9372582324157,40.4477948435812
234722148,20175530,14,2020-09-19T13:10:00,"1000 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2715,1,1,-80.0276236166119,40.4789546463671
234723531,20175549,27,2020-09-19T13:50:00,"Route 28 & 31st Street Brg Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,,,0,0
234382214,20170206,99,2020-09-09T23:59:00,"100 Block Meridan St Pittsburgh, PA 15211",N,Duquesne Heights,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1911,2,5,-80.0177369565804,40.4374889199462
233405651,20157613,10,2020-08-25T01:13:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a) Harassment.,2509,6,1,-80.0069833937371,40.460310552493
233458108,20162562,99,2020-09-01T04:38:00,"N Negley Ave & Wellesley Ave Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1102,7,2,-79.9251601394153,40.4740437111718
233523065,20162932,26,2020-08-30T20:30:00,"2100 Block Varley St Pittsburgh, PA 15212",N,Spring Hill-City View,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2620,1,1,-79.9922152701099,40.4680517600637
233594166,20163552,5,2020-09-02T13:30:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,BURGLARY,3502 Burglary.,2020,2,5,-80.0390413458052,40.4425953557746
233600442,20163267,6,2020-09-02T15:00:00,"1000 Block Elbon St Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2020,,,0,0
233665496,20164414,27,2020-09-02T08:00:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,509,6,3,-79.9746251357847,40.4498408057687
233666954,20164363,0,2020-09-03T15:30:00,"Marshall Ave & Mc Cook St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,627.02(b)(i) Possessing a small amount of marijuana,2704,1,1,-80.029578272128,40.4629705871544
233668361,20164520,99,2020-09-03T18:30:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,DRUG INVESTIGATION,9124 Drug Investigation,2019,7,2,-79.9579476679689,40.4673830136992
